wetlandtypecode,vyear,grouptypecode,ecramid,cramver,wetlandclass,wetlandsubclass,wetlandtypedisplay,wetlandtyperowid,userid,userid_updatedby,aaname,projectname,assessmentareaid,projectid,visitdate,createdate,lastupdate,practitioners,practitionerother,aacategorydesc,aacomment,legacygid,programcode,centroidlong,centroidlat,aasize_ha,county,ecoregion,aageomcomment,ispublic,isnottest,indexscore,buffer_landscape_cont,hydrology,physical_structure,biotic_structure,bankfulwidth,average_aa_width,length,upstreamlatitude,upstreamlongitude,downstreamlatitude,downstreamlongitude,datum,flowingwater_riverine,hydroregime_riverine,channelform_riverine,tidalstage_riverine,tidalstage_estuarine,mouthcondition,encompass_estuarine,wetlandorigindesc,managetypes,depressionaltypedesc,encompass_depressional,hydrostate_depressional,hydroregime_depressional,connectstreamfloodplain,definedoutlet,definedinlet,inletoutletsamelocation,distincttopobasin,vpcategorydesc,surfacewater,hydrodescription,peatsoils,encompass_slope,hydrostate_slope,hydroregime_slope
rc,2009,sa,1036,5.0.2,riverine,confined,riverine confined,4,130,,Hollow Tree Creek,PSA_2009,111PS0095,,2009/09/03,2009/09/03 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1557,SWAMP,-123.73812,39.78971,0.69934,Mendocino,klamath/north coast,,1,1,91,100.00,100.00,75.00,89.00,7.1,,150,39.78943,-123.73867,39.78945,-123.73682,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1037,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Crawford Creek,PSA_2009,105PS0067,,2009/09/02,2009/09/02 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1558,SWAMP,-123.13913,41.13981,0.3602,Siskiyou,klamath/north coast,,1,1,88,92.00,83.00,75.00,100.00,5.3,,150,41.14038,-123.13895,41.13908,-123.13902,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1040,5.0.2,riverine,confined,riverine confined,4,130,,Ash Creek,PSA_2009,526PS0072,,2009/09/17,2009/09/17 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),A.Rehn K.Vail,other,,1561,SWAMP,-120.79974,41.13354,0.1473,Lassen,modoc,,1,1,83,100.00,83.00,75.00,75.00,11.8,,150,41.13321,-120.79942,41.13426,-120.80013,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1041,5.0.2,riverine,confined,riverine confined,4,130,,EF North Fork Trinity River,PSA_2009,106PS0106,,2009/09/01,2009/09/01 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1562,SWAMP,-123.12107,40.81260,0.7235,Trinity,klamath/north coast,,1,1,90,92.00,92.00,75.00,100.00,9.2,,150,40.81274,-123.12144,40.81237,-123.11988,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1042,5.0.2,riverine,confined,riverine confined,4,130,,South Fork Salmon River,PSA_2009,105PS0090,,2009/09/02,2009/09/02 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1563,SWAMP,-123.03034,41.07910,0.73517,Siskiyou,klamath/north coast,,1,1,83,100.00,92.00,88.00,50.00,10.7,,150,41.07962,-123.03037,41.07831,-123.03053,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1043,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Hayfork Creek,PSA_2009,106PS0078,,2009/08/31,2009/08/31 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1564,SWAMP,-123.13321,40.55027,2.85063,Trinity,klamath/north coast,,1,1,77,92.00,75.00,75.00,64.00,12.1,,150,40.55054,-123.13251,40.55096,-123.13408,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1044,5.0.2,riverine,confined,riverine confined,4,130,,Cherry Creek,PSA_2009,105PS0083,,2009/09/01,2009/09/01 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1565,SWAMP,-123.18900,41.36499,0.18002,Siskiyou,klamath/north coast,,1,1,84,100.00,92.00,63.00,81.00,2.6,,150,41.3652,-123.18958,41.3647,-123.18819,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1045,5.0.2,riverine,non-confined,riverine non-confined,5,130,,North Fork Willow Creek,PSA_2009,105PS0276,,2009/09/08,2009/09/08 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1566,SWAMP,-120.81109,41.99125,0.689,Modoc,modoc,,1,1,85,100.00,92.00,75.00,72.00,5.3,,150,41.99173,-120.8111,41.99063,-120.81095,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1046,5.0.2,riverine,confined,riverine confined,4,130,,Middle Salt Creek,PSA_2009,506PS0003,,2009/08/18,2009/08/18 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1567,SWAMP,-122.33574,40.94339,0.52163,Shasta,klamath/north coast,,1,1,95,100.00,92.00,88.00,100.00,6.8,,150,40.94371,-122.33468,,,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1047,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Egg Lake Slough,PSA_2009,526PS0356,,2009/08/19,2009/08/19 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1568,SWAMP,-121.16249,41.17799,0.3938,Lassen,modoc,,1,1,71,92.00,83.00,63.00,47.00,5.7,,150,41.17845,-121.16212,41.17737,-121.16277,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1048,5.0.2,riverine,non-confined,riverine non-confined,5,130,,South Yuba River,PSA_2009,517PS0030,,2009/08/05,2009/08/05 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1569,SWAMP,-120.45917,39.31774,0.6117,Nevada,sierra,,1,1,83,92.00,83.00,75.00,83.00,14.8,,150,39.31726,-120.45851,39.31815,-120.45985,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1049,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Magpie Creek,PSA_2009,519PS0002,,2009/08/04,2009/08/04 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1570,SWAMP,-121.38719,38.65529,0.30421,Sacramento,sacramento valley,,1,1,37,33.00,33.00,25.00,56.00,5.8,,150,38.65492,-121.38655,38.65579,-121.38754,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1050,5.0.2,riverine,confined,riverine confined,4,130,,Truckee River,PSA_2009,635PS0018,,2009/08/05,2009/08/05 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1571,SWAMP,-120.19145,39.17756,1.53374,Placer,sierra,,1,1,72,96.00,75.00,50.00,67.00,26.7,,200,39.17701,-120.19083,39.1782,-120.19199,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1051,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Little Truckee River,PSA_2009,636PS0010,,2009/08/05,2009/08/05 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1572,SWAMP,-120.19044,39.46241,2.09654,Sierra,sierra,,1,1,87,100.00,100.00,75.00,72.00,12.2,,150,39.46184,-120.19125,39.46154,-120.18957,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1052,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Elk Creek,PSA_2009,105PS0097,,2009/09/18,2009/09/18 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),A.Rehn K.Vail,other,,1573,SWAMP,-123.35623,41.73991,1.91855,Siskiyou,klamath/north coast,,1,1,90,100.00,100.00,75.00,86.00,16.5,,200,41.73941,-123.35706,41.74091,-123.35571,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1053,5.0.2,riverine,confined,riverine confined,4,130,,Scott River,PSA_2009,105PS0107,,2009/09/18,2009/09/18 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),A.Rehn K.Vail,other,,1574,SWAMP,-123.01885,41.71221,1.00211,Siskiyou,klamath/north coast,,1,1,83,100.00,83.00,75.00,75.00,27.8,,200,41.7117,-123.01923,41.71325,-123.01791,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1054,5.0.2,riverine,confined,riverine confined,4,130,,Silver Creek,PSA_2009,631PS0011,,2009/08/11,2009/08/11 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1575,SWAMP,-119.53532,38.37369,0.62252,Mono,sierra,,1,1,83,100.00,83.00,75.00,72.00,5.3,,150,38.37379,-119.53578,38.37337,-119.53443,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1055,5.0.2,riverine,confined,riverine confined,4,130,,Grass Lake Creek,PSA_2009,634PS0019,,2009/08/12,2009/08/12 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,Dense alder thicket over stream.,1576,SWAMP,-119.98557,38.79596,0.31985,El Dorado,sierra,,1,1,88,96.00,100.00,63.00,92.00,4.9,,150,,,38.79554,119.98586,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1056,5.0.2,riverine,confined,riverine confined,4,130,,South Fork Stanislaus River,PSA_2009,534PS0043,,2009/08/10,2009/08/10 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1577,SWAMP,-120.08907,38.16462,0.46577,Tuolumne,sierra,,1,1,75,100.00,75.00,75.00,50.00,11.9,,150,38.16425,-120.08822,38.16494,-120.08963,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1057,5.0.2,riverine,non-confined,riverine non-confined,5,130,,San Pablo Creek,PSA_2009,206PS0054,,2009/06/29,2009/06/29 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1578,SWAMP,-122.31426,37.96557,0.61867,Contra Costa,bay/delta,,1,1,67,67.00,58.00,63.00,78.00,4,,150,37.96555,-122.6468,37.96525,-122.31509,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1058,5.0.2,riverine,confined,riverine confined,4,150,,Perris Valley Channel North,SMC_2009,SMC08845,,2009/06/22,2009/06/22 00:00:00,2019/12/06 09:16:00.076,John Rudolph (lead practitioner),Nautilus Environmental,,,1579,SMC,-117.21300,33.87036,0.31184,Riverside,south coast,,1,1,53,63.00,42.00,50.00,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1059,5.0.2,riverine,confined,riverine confined,4,150,,Perris Valley Channel South,SMC_2009,SMC04749,,2009/06/23,2009/06/23 00:00:00,2019/12/06 09:16:00.076,John Rudolph (lead practitioner),Nautilus Environmental,,,1580,SMC,-117.21301,33.86084,0.37071,Riverside,south coast,,1,1,52,67.00,42.00,38.00,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1060,5.0.2,riverine,confined,riverine confined,4,150,,Cucamonga Channel Lower,SMC_2009,SMC11581,,2009/06/29,2009/06/29 00:00:00,2019/12/06 09:16:00.076,John Rudolph (lead practitioner),Nautilus Environmental,,,1581,SMC,-117.60581,33.95273,0.7002,Riverside,south coast,,1,1,37,63.00,33.00,25.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1061,5.0.2,riverine,confined,riverine confined,4,150,,Cucamonga Channel Upper,SMC_2009,SMC15677,,2009/06/29,2009/06/29 00:00:00,2019/12/06 09:16:00.076,John Rudolph (lead practitioner),Nautilus Environmental,,,1582,SMC,-117.60400,33.95491,0.63469,Riverside,south coast,,1,1,37,63.00,33.00,25.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1062,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Arcade Creek,PSA_2009,519PS0253,,2009/08/04,2009/08/04 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1583,SWAMP,-121.32773,38.67937,0.45127,Sacramento,sacramento valley,,1,1,62,75.00,50.00,38.00,83.00,5.5,,150,38.67961,-121.32859,38.67923,-121.32859,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1063,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Desert Creek,PSA_2009,631PS0023,,2009/08/23,2009/08/23 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1584,SWAMP,-119.35428,38.47113,0.29055,Mono,sierra,,1,1,78,100.00,100.00,63.00,50.00,2.2,,150,38.47085,-119.35504,38.47149,-119.35381,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sa,1064,5.0.2,riverine,confined,riverine confined,4,130,,Cashman Creek,PSA_2009,518PS0045,,2009/08/06,2009/08/06 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,Mapping very difficult due to poor photo resolution.,1585,SWAMP,-120.93206,40.00378,1.02062,Plumas,sierra,,1,1,90,100.00,92.00,75.00,92.00,36,,150,40.00109,-120.93268,40.00352,-120.93395,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1065,5.0.2,riverine,non-confined,riverine non-confined,5,130,,McKay Creek,PSA_2009,631PS0001,,2009/08/11,2009/08/11 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,Mapping very difficult as photos resolution poor.,1586,SWAMP,-119.61368,38.31186,0.552,Mono,sierra,,1,1,82,100.00,83.00,63.00,81.00,6,,150,38.3118,-119.61403,38.31237,-119.6128,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sa,1066,5.0.2,riverine,non-confined,riverine non-confined,5,130,,Silver King Creek,PSA_2009,632PS0014,,2009/08/12,2009/08/12 00:00:00,2019/12/06 09:16:00.076,Kirk Vail (lead practitioner),G.Sibbald K.Vail,other,,1587,SWAMP,-119.62247,38.56480,0.64116,Alpine,sierra,,1,1,79,100.00,83.00,75.00,56.00,9.2,,150,38.56435,-119.62174,38.56514,-119.62306,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1072,5.0.2,riverine,confined,riverine confined,4,917,,Lower Strawberry Creek,SMC_2009,SMCR8_513,,2009/10/14,2009/10/14 00:00:00,2019/12/06 09:16:00.076,Dessie Underwood (lead practitioner),CSULB,other,,1607,SMC,-116.76757,33.71334,0.37122,Riverside,south coast,,1,1,89,100.00,100.00,75.00,81.00,5.37,,150,33.71849,-116.76266,33.71777,-116.76294,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1075,5.0.2,riverine,confined,riverine confined,4,126,,Avacodo Creek,SMC_2009,SMC00382,,2009/06/23,2009/06/23 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),,,,1619,SMC,-118.00410,34.02192,509.87211,Los Angeles,south coast,,1,1,27,25.00,33.00,25.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,"r,sp",1076,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC00480,"SMC_2009, Reference Network",SMC00480,,2009/05/13,2009/05/13 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jim Mann, Scott Johnson",other,,1621,SMC,-117.81565,33.98228,685.82919,Los Angeles,south coast,,1,1,94,100.00,92.00,100.00,83.00,,,150,,,34.23435,-117.73156,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1077,5.0.2,riverine,confined,riverine confined,4,126,,SMC02228,SMC_2009,SMC02228,,2009/06/22,2009/06/22 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jim Mann, Craig Pernot, Brianna Jones",,,1627,SMC,-118.22437,34.06850,0.48689,Los Angeles,south coast,,1,1,27,25.00,33.00,25.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1078,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC01040,SMC_2009,SMC01040,,2009/06/09,2009/06/09 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jim mann, Craig Pernot, Brianna Jones",,,1628,SMC,-117.70092,33.82630,3.88717,Orange,south coast,,1,1,89,100.00,75.00,88.00,92.00,,,,,,34.30538,-118.16021,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1079,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC00924,SMC_2009,SMC00924,,2009/06/09,2009/06/09 00:00:00,2019/12/06 09:16:00.076,Karin Wisenbaker (lead practitioner),"Jim Mann, Craig Pernot",,,1629,SMC,-117.98874,33.92452,0.34439,Los Angeles,south coast,,1,1,87,83.00,83.00,88.00,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,"r,sp",1080,5.0.2,riverine,confined,riverine confined,4,126,,SMC00476,"Reference Network, SMC_2009",SMC00476,,2009/06/08,2009/06/08 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Edward Beldon, Mike Antos",,,1630,SMC,-118.11398,34.24156,0.24695,Los Angeles,south coast,,1,1,99,100.00,100.00,100.00,94.00,,,150,,,34.24209,-118.13382,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1081,5.0.2,riverine,confined,riverine confined,4,126,,SMC01004,SMC_2009,SMC01004,,2009/05/26,2009/05/26 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jim Mann, Karin Wisenbaker",,,1632,SMC,-117.70725,33.90062,154.89056,San Bernardino,south coast,,1,1,29,33.00,33.00,25.00,25.00,,,150,,,34.15023,-118.16575,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1082,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC06216,SMC_2009,SMC06216,,2009/05/26,2009/05/26 00:00:00,2019/12/06 09:16:00.076,Karin Wisenbaker (lead practitioner),"Jim Mann, Craig Pernot, Karin Wisenbaker",other,,1633,SMC,-118.04755,33.98365,0.45623,Los Angeles,south coast,,1,1,64,83.00,58.00,50.00,64.00,,,150,,,34.27444,-118.31493,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1083,5.0.2,riverine,confined,riverine confined,4,126,,SMC00436,SMC_2009,SMC00436,,2009/05/26,2009/05/26 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jim Mann, Craig Pernot",other,,1634,SMC,-118.09233,33.98112,13.51014,Los Angeles,south coast,,1,1,27,25.00,33.00,25.00,25.00,,,150,,,34.14695,-118.2786,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1084,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC00440,SMC_2009,SMC00440,,2009/05/20,2009/05/20 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jim Mann, Craig Pernot, Karin Wisenbaker",other,,1635,SMC,-118.06626,33.97648,52.31079,Los Angeles,south coast,,1,1,64,88.00,50.00,50.00,69.00,,,150,,,34.2845,-118.52837,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,,1085,5.0.2,riverine,non-confined,riverine non-confined,5,148,,Foster Park-Ventura River,,,,2009/10/29,2009/10/29 00:00:00,2014/03/03 14:33:19.966,,RC Brody (Practioner) J Decruyenaere (Botanist),other,Bseline assessment before project impacts,1637,,-119.31118,34.36110,3.07601,Ventura,south coast,,1,1,85,88.00,92.00,75.00,86.00,3.5,,200,34.362378,-119.311578,34.360416,-119.311238,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1086,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC00520,SMC_2009,SMC00520,,2009/05/19,2009/05/19 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jim Mann, Craig Pernot, Karin Wisenbaker",other,,1638,SMC,-118.24622,34.08843,5.94643,Los Angeles,south coast,,1,1,80,83.00,58.00,88.00,92.00,,,150,,,34.29749,-118.28265,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1087,5.0.2,riverine,confined,riverine confined,4,126,,SMC00670,SMC_2009,SMC00670,,2009/05/21,2009/05/21 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Robert Rodarte, John Lewengrub, Craig Pernot",,,1639,SMC,-118.24235,34.08231,2.76531,Los Angeles,south coast,,1,1,29,25.00,33.00,25.00,31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1088,5.0.2,riverine,confined,riverine confined,4,126,,SMC00105,SMC_2009,SMC00105,,2009/05/12,2009/05/12 00:00:00,2019/12/06 09:16:00.076,Karin Wisenbaker (lead practitioner),"Robert Rodarte, Jon Lewengrub",,,1640,SMC,-118.23452,34.08351,2.02041,Los Angeles,south coast,,1,1,93,79.00,100.00,100.00,94.00,,,150,,,33.1758366,-117.58366,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1089,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC26288,SMC_2009,SMC26288,,2009/05/12,2009/05/12 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Jon Lewengrub, Robert Rodarte",,,1641,SMC,-118.22246,34.08963,6.17092,Los Angeles,south coast,,1,1,97,100.00,100.00,100.00,86.00,,,150,,,33.77359,-117.69101,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1090,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC01155,SMC_2009,SMC01155,,2009/05/12,2009/05/12 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Robert Rodarte, Jon Lewengrub",,,1642,SMC,-118.23994,34.07829,4.35204,Los Angeles,south coast,,1,1,78,88.00,83.00,75.00,67.00,,,150,,,33.76551,-117.67938,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,,1091,5.0.2,riverine,confined,riverine confined,4,126,,SMC00531,,SMC00531,,2009/05/18,2009/05/18 00:00:00,2014/03/03 14:33:19.966,Karin Wisenbaker (lead practitioner),"Robert Rodarte, Jon Lewengrub",,,1643,,-118.23648,34.07807,0.47224,Los Angeles,south coast,,1,1,31,25.00,42.00,25.00,33.00,,,150,,,33.55941,-117.77219,wgs84,,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1092,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC00873,SMC_2009,SMC00873,,2009/05/18,2009/05/18 00:00:00,2019/12/06 09:16:00.076,Karin Wisenbaker (lead practitioner),"Robert Rodarte, Jon Lewengrub",,,1644,SMC,-118.24377,34.07798,1.25255,Los Angeles,south coast,,1,1,72,88.00,42.00,88.00,69.00,,,150,,,33.59645,-117.62837,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1093,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC00206,SMC_2009,SMC00206,,2009/05/18,2009/05/18 00:00:00,2019/12/06 09:16:00.076,Karin Wisenbaker (lead practitioner),"Robert Rodarte, Jon Lewengrub",other,,1645,SMC,-118.23718,34.07976,0.35051,Los Angeles,south coast,,1,1,83,75.00,75.00,88.00,94.00,,,150,,,33.5444,-117.6564,wgs84,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1094,5.0.2,riverine,confined,riverine confined,4,126,,SMC00910,SMC_2009,SMC00910,,2009/04/30,2009/04/30 00:00:00,2019/12/06 09:16:00.076,Karin Wisenbaker (lead practitioner),"Robert Rodarte, Jon Lewengrub",other,,1646,SMC,-118.24298,34.08003,0.23296,Los Angeles,south coast,,1,1,68,71.00,75.00,63.00,61.00,,,150,,,33.51358,-117.7444,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rc,2009,sp,1095,5.0.2,riverine,confined,riverine confined,4,126,,SMC04308,SMC_2009,SMC04308,,2009/06/17,2009/06/17 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Bill Carey, Jim Mann, Karin Wisenbaker",other,,1647,SMC,-119.26827,34.32036,117.2898,Ventura,south coast,,1,1,71,79.00,58.00,75.00,72.00,,,150,,,34.19483,-118.90759,wgs84,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1096,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC01151,SMC_2009,SMC01151,,2009/06/17,2009/06/17 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Bill Carey, Jim Mann, Karin Wisenbaker",other,,1648,SMC,-119.25154,34.33652,51.77469,Ventura,south coast,,1,1,72,92.00,67.00,63.00,64.00,,,150,,,-34.37224,-118.97001,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1097,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC00827,SMC_2009,SMC00827,,2009/06/15,2009/06/15 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Billy Carey, Craig Pernot, Karin Wisenbaker",other,,1649,SMC,-119.25024,34.27238,65.80245,Ventura,south coast,,1,1,85,100.00,83.00,88.00,69.00,,,150,,,34.55738,-119.18897,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1098,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC04399,SMC_2009,SMC04399,,2009/06/11,2009/06/11 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Karin Wisenbaker, Jim Mann",other,,1650,SMC,-119.24780,34.28429,60.34286,Ventura,south coast,,1,1,67,92.00,58.00,50.00,67.00,,,150,,,34.30638,-119.29974,wgs84,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
rnc,2009,sp,1099,5.0.2,riverine,non-confined,riverine non-confined,5,126,,SMC04239,SMC_2009,SMC04239,,2009/06/11,2009/06/11 00:00:00,2022/04/14 23:51:07.409,Karin Wisenbaker (lead practitioner),"Bill Carey, Jim Mann, Karin Wisenbaker",other,,1651,SMC,-119.27932,34.30258,46.83755,Ventura,south coast,,1,1,77,79.00,67.00,88.00,75.00,,,150,,,34.35962,-119.31197,nad83,1,perennial,,,,,,,,,,,,,,,,,,,,,,,
